player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Keaton Thomas,169147,LB,OLE MISS,12,0,0,226,58.1,1,9,41,11.7,2.4,1,0,14.6,1,385,45,11,0,61.4,0,7,21,21.7,4.8,1,21.4,1,106,23,8
Max Harris,169223,LB,ARIZONA,12,0,0,109,58.1,6,5,82,28.3,7.3,6,1,6.7,0,315,89,11,0,65.8,2,1,22,24.8,13.6,3,6.8,0,101,25,3
Ken Talley,169695,ED,ARKANSAS,2,0,0,111,60.2,0,0,9,100.0,11.1,1,0,0.0,0,9,9,0,0,57.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kiemar Brown-Richardson,169918,DI,FAU,7,0,0,165,56.4,0,0,28,100.0,3.6,1,0,0.0,0,32,32,0,0,62.4,0,0,5,100.0,20.0,1,0.0,0,8,8,0
Antonio Smith,169925,S,MO STATE,8,0,0,230,60.0,0,0,1,1.0,0.0,0,0,0.0,0,103,1,0,0,,0,0,0,0.0,,0,,0,32,0,0
Chris Tooley III,169928,CB,FAU,12,0,0,165,48.1,1,2,11,6.0,9.1,1,3,13.6,0,217,13,3,0,57.1,1,1,1,2.4,100.0,1,100.0,0,83,2,2
Jarra Anderson,169932,DI,ARIZONA,1,0,0,109,59.0,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,59.8,0,0,0,100.0,,0,,0,1,1,0
DeAgo Brumfield,169935,CB,MISS STATE,13,0,0,227,58.6,1,0,6,1.8,0.0,0,2,8.3,0,329,6,1,0,60.0,1,0,4,3.9,0.0,0,12.5,0,102,4,1
CJ Johnson,169947,LB,SM HOUSTON,12,0,0,281,54.2,0,1,42,18.9,4.8,2,0,3.6,1,233,44,2,0,55.9,0,0,12,36.8,8.3,1,8.3,1,38,14,1
Isaiah Thomison,169956,ED,BOWL GREEN,10,0,0,122,75.3,0,6,63,100.0,9.5,6,1,4.8,0,67,67,6,0,69.7,0,2,14,100.0,14.3,2,7.1,0,16,16,2
Alexander Kilgore,169965,LB,SMU,11,0,0,287,54.3,0,7,30,12.9,13.3,4,1,15.0,1,264,34,8,0,55.8,0,4,13,13.7,15.4,2,23.1,1,95,13,5
Kevin Adams III,169970,S,TULANE,14,0,0,319,60.0,0,0,1,0.3,0.0,0,1,0.0,0,314,1,0,0,,0,0,0,0.0,,0,,0,120,0,0
Dickson Agu,169971,LB,TULANE,5,0,0,319,51.1,0,1,16,14.8,0.0,0,0,3.1,0,115,17,1,0,52.0,0,0,8,17.6,0.0,0,0.0,0,51,9,0
Jean Claude Joseph III,169974,LB,TULANE,7,0,0,319,54.4,0,0,5,28.6,0.0,0,0,0.0,0,21,6,0,0,,0,0,0,0.0,,0,,0,3,0,0
Jai Eugene Jr.,169976,S,W KENTUCKY,12,0,0,346,67.9,0,0,4,2.5,25.0,1,0,25.0,1,201,5,1,0,73.9,0,0,1,3.0,100.0,1,100.0,1,67,2,1
Matthew Fobbs-White,169977,ED,BAYLOR,11,0,0,118,72.2,3,29,189,87.2,14.8,28,2,9.0,1,226,197,33,0,73.3,3,12,54,85.1,22.2,12,13.9,0,67,57,15
Jah'rie Garner,169979,ED,TULANE,14,0,0,319,66.7,1,6,107,75.0,13.1,14,0,3.3,0,160,120,7,0,72.1,1,4,44,81.3,20.5,9,5.7,0,64,52,5
Jahiem Johnson,169982,CB,TULANE,14,0,1,319,64.3,0,2,13,2.9,15.4,2,3,7.7,0,483,14,2,0,63.8,0,1,3,1.7,33.3,1,16.7,0,177,3,1
Makai Williams,169992,LB,TULANE,13,0,0,319,56.9,3,4,42,21.6,4.8,2,0,10.7,1,213,46,8,0,53.3,0,1,13,23.8,7.7,1,3.8,0,63,15,1
Jarvis Lee,169997,CB,USF,13,0,0,327,87.4,4,6,53,13.4,11.3,6,3,17.0,4,417,56,14,0,82.6,2,2,21,13.8,19.0,4,19.0,2,160,22,6
Jamal Anderson,170000,LB,CLEMSON,3,0,0,140,56.4,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Khalil Barnes,170001,S,CLEMSON,10,0,0,140,67.8,1,2,10,2.8,10.0,1,0,15.0,0,355,10,3,0,73.6,0,1,2,1.6,50.0,1,25.0,0,123,2,1
Vic Burley,170004,DI,CLEMSON,13,1,0,140,62.0,0,4,86,100.0,5.8,5,0,2.3,0,90,90,4,0,64.5,0,3,30,100.0,10.0,3,5.0,0,31,31,3
Dee Crayton,170005,LB,CLEMSON,6,0,0,140,58.7,0,1,11,22.6,9.1,1,0,4.5,0,53,12,1,0,60.8,0,1,7,32.0,14.3,1,7.1,0,25,8,1
Markus Dixon,170006,ED,CLEMSON,3,0,0,140,55.6,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,57.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Stephiylan Green,170008,DI,CLEMSON,10,0,0,140,61.6,1,7,170,100.0,5.3,9,1,3.5,2,177,177,10,0,66.9,0,5,49,100.0,16.3,8,7.1,1,52,52,6
Ronan Hanafin,170009,S,CLEMSON,13,0,0,140,55.3,1,1,12,3.9,0.0,0,3,8.3,0,332,13,2,0,57.9,1,0,7,7.3,0.0,0,7.1,0,109,8,1
A.J. Hoffler,170011,ED,GA TECH,11,0,0,176,53.3,2,16,224,96.4,4.5,10,0,4.5,1,247,238,19,0,52.7,1,8,82,96.8,4.9,4,5.5,0,93,90,9
Misun Kelley,170014,CB,CLEMSON,12,0,0,140,55.7,1,3,11,6.7,0.0,0,0,18.2,0,180,12,4,0,51.4,0,3,7,10.6,0.0,0,21.4,0,66,7,3
Shelton Lewis,170015,CB,CLEMSON,3,1,0,140,75.4,1,0,6,19.4,0.0,0,0,8.3,0,31,6,1,0,,0,0,0,0.0,,0,,0,6,0,0
T.J. Parker,170021,ED,CLEMSON,12,0,0,140,74.6,11,24,310,90.8,15.5,48,1,7.6,6,357,324,41,0,79.3,6,11,105,89.3,27.6,29,10.0,2,122,109,19
Branden Strozier,170028,CB,CLEMSON,12,0,0,140,60.0,0,0,1,0.4,0.0,0,2,0.0,0,232,1,0,0,60.0,0,0,1,1.1,0.0,0,0.0,0,95,1,0
Avieon Terrell,170031,CB,CLEMSON,12,0,0,140,94.1,1,2,13,3.2,7.7,1,2,34.6,3,405,13,6,0,55.9,0,1,3,2.3,0.0,0,50.0,1,132,3,2
Peter Woods,170034,DI,CLEMSON,12,1,0,140,65.5,2,9,346,98.9,8.1,28,0,2.5,3,365,361,14,0,74.8,1,5,106,100.0,16.0,17,5.7,3,112,112,9
Desmond Aladuge,170036,DI,DUKE,3,0,0,154,63.4,0,0,8,100.0,12.5,1,0,0.0,0,8,8,0,0,64.4,0,0,5,100.0,20.0,1,0.0,0,5,5,0
David Anderson,170037,DI,DUKE,14,0,0,154,55.4,1,4,119,100.0,2.5,3,0,2.1,0,124,124,5,0,54.9,0,1,39,100.0,2.6,1,1.3,0,42,42,1
Kendall Johnson,170050,LB,DUKE,10,1,1,154,65.3,5,7,41,21.1,17.1,7,1,17.1,1,204,43,13,1,81.7,4,2,15,21.6,33.3,5,26.7,1,74,16,7
Moussa Kane,170053,CB,DUKE,7,0,0,154,56.8,0,2,6,7.8,0.0,0,0,33.3,1,77,6,3,0,57.1,0,2,5,15.6,0.0,0,40.0,1,32,5,3
Luke Mergott,170056,LB,DUKE,14,1,0,154,51.5,2,15,92,21.5,2.2,2,1,10.3,1,451,97,18,1,57.7,2,4,43,28.8,2.3,1,7.0,0,163,47,6
Kevin O'Connor,170057,ED,DUKE,12,0,0,154,75.5,3,10,104,92.0,14.4,15,1,6.3,0,125,115,13,0,81.1,2,5,40,93.8,20.0,8,8.8,0,48,45,7
Kimari Robinson,170058,CB,DUKE,11,0,0,154,49.8,0,0,4,1.3,0.0,0,4,0.0,0,318,4,0,0,54.6,0,0,2,1.9,0.0,0,0.0,0,104,2,0
Terry Simmons Jr.,170059,DI,DUKE,7,0,0,154,54.6,0,1,20,100.0,0.0,0,0,2.5,0,25,25,1,0,55.8,0,1,7,100.0,0.0,0,7.1,0,10,10,1
DaShawn Stone,170060,S,DUKE,14,1,0,154,82.5,0,4,8,1.8,12.5,1,1,25.0,0,445,8,4,1,76.2,0,2,3,2.0,0.0,0,33.3,0,151,3,2
Semaj Turner,170061,ED,DUKE,13,0,0,154,52.8,0,1,48,86.7,2.1,1,1,1.0,0,60,52,1,0,55.9,0,0,16,95.0,6.3,1,0.0,0,20,19,0
Jacob Cruz,170065,ED,JVILLE ST,13,0,0,196,47.0,1,5,95,53.4,1.1,1,0,3.2,0,191,102,6,0,49.1,1,3,35,75.5,2.9,1,5.7,0,49,37,4
Shymeik Jones,170071,DI,GA TECH,10,1,0,176,54.6,0,1,63,100.0,1.6,1,0,0.8,0,69,69,1,0,53.5,0,1,23,100.0,0.0,0,2.2,0,27,27,1
Ezra Odinjor,170074,ED,UAB,12,0,2,321,62.6,2,13,175,94.9,8.0,14,3,4.3,0,198,188,15,0,60.9,0,7,64,94.6,12.5,8,5.5,0,74,70,7
Collins Acheampong,170080,ED,BOWL GREEN,9,1,0,122,61.1,1,6,60,97.0,10.0,6,0,5.8,0,67,65,7,0,59.3,0,4,26,100.0,11.5,3,7.7,0,29,29,4
Rueben Bain Jr.,170082,ED,MIAMI FL,16,1,1,220,92.4,3,68,533,99.3,23.5,125,5,8.9,12,561,557,83,1,92.4,1,41,208,99.1,30.3,63,13.9,8,221,219,50
Malik Bryant,170083,ED,MIAMI FL,2,0,0,220,62.5,0,0,16,94.1,12.5,2,0,0.0,0,17,16,0,0,56.6,0,0,3,75.0,0.0,0,0.0,0,4,3,0
Kaleb Spencer,170093,LB,VA TECH,12,0,0,337,63.1,0,5,29,14.8,13.8,4,1,12.1,1,210,31,6,0,59.3,0,4,12,15.5,16.7,2,25.0,1,84,13,5
Jayden Wayne,170098,ED,CAL,13,1,0,130,59.9,4,15,330,95.4,7.9,26,1,4.1,4,366,349,23,1,64.7,3,12,122,94.9,13.1,16,7.8,2,138,131,17
Amare Campbell,170102,LB,PENN STATE,13,1,0,266,68.1,2,9,50,13.1,8.0,4,0,21.0,5,406,53,16,0,72.1,1,3,24,14.6,8.3,2,25.0,4,185,27,8
Michael Short,170110,LB,VA TECH,4,0,0,337,62.1,1,2,6,11.8,0.0,0,0,41.7,1,51,6,4,0,72.8,1,0,4,20.0,0.0,0,37.5,1,20,4,2
Tyler Thompson,170111,ED,N CAROLINA,12,1,0,245,80.8,2,11,150,87.3,19.3,29,0,9.0,7,181,158,20,0,80.1,1,7,64,90.7,31.3,20,14.1,5,75,68,13
Thomas Aden,170112,DI,KENT STATE,12,0,0,201,60.8,3,6,207,99.5,5.8,12,1,3.1,2,218,217,11,0,52.0,2,2,76,98.8,5.3,4,2.6,0,83,82,4
Abe Ibrahim,170117,LB,PITTSBURGH,7,1,0,268,76.2,0,1,18,41.9,27.8,5,0,2.8,0,43,18,1,0,74.7,0,1,9,36.0,44.4,4,5.6,0,25,9,1
Braylan Lovelace,170119,LB,PITTSBURGH,13,1,1,268,57.2,7,13,153,32.9,5.9,9,4,7.2,1,480,158,21,0,58.0,5,7,62,40.0,6.5,4,11.3,1,165,66,13
Isaiah Neal,170121,ED,PITTSBURGH,13,2,0,268,61.2,8,10,288,94.4,6.3,18,3,4.5,4,321,303,22,1,60.6,3,5,110,96.7,8.2,9,6.4,3,121,117,11
Gabe Sneed,170138,ED,VIRGINIA,1,0,0,335,63.6,0,0,5,100.0,20.0,1,0,0.0,0,5,5,0,0,65.2,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Maddux Borcherding-Johnson,170144,DI,IOWA,1,0,0,192,59.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Zach Lutmer,170162,CB,IOWA,13,0,0,192,64.0,0,4,27,7.0,11.1,3,1,11.1,1,413,29,5,0,65.6,0,2,10,5.6,10.0,1,20.0,1,198,11,3
Kenneth Merrieweather,170166,ED,IOWA,13,0,0,192,59.3,2,6,106,99.1,10.4,11,2,3.8,0,111,110,8,0,65.4,1,6,45,100.0,22.2,10,7.8,0,46,46,7
John Nestor,170169,CB,MINNESOTA,11,0,0,225,51.8,0,1,4,1.1,0.0,0,4,12.5,0,353,4,1,0,55.7,0,0,2,2.1,0.0,0,0.0,0,97,2,0
Anterio Thompson,170176,DI,WASHINGTON,13,3,0,340,70.1,1,12,233,100.0,8.2,19,0,4.1,3,248,248,16,1,66.8,1,5,97,100.0,7.2,7,5.2,2,105,105,8
Neeo Avery,170182,ED,MARYLAND,7,0,0,215,57.4,1,3,42,90.2,4.8,2,0,4.8,0,51,46,4,0,54.9,0,1,19,87.5,5.3,1,2.6,0,24,21,1
Tamarcus Cooley,170189,S,LSU,13,0,0,211,50.9,1,1,8,1.8,0.0,0,5,12.5,0,453,8,2,0,50.7,1,1,7,4.2,0.0,0,14.3,0,167,7,2
Dillan Fontus,170192,DI,MARYLAND,12,1,0,215,57.3,1,8,207,98.2,4.8,10,0,3.6,3,223,219,12,1,59.9,1,5,81,100.0,7.4,6,4.9,1,86,86,7
Michael Harris,170194,LB,MARYLAND,6,0,0,215,57.4,0,0,2,8.0,0.0,0,0,0.0,0,25,2,0,0,,0,0,0,0.0,,0,,0,12,0,0
Lavon Johnson,170195,DI,TEXAS,7,0,0,311,61.7,2,0,38,100.0,7.9,3,0,2.6,0,40,40,2,0,54.3,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Kevis Thomas,170207,CB,KENTUCKY,6,0,0,202,60.0,0,0,1,3.7,0.0,0,1,0.0,0,27,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Daniel Wingate,170212,LB,MARYLAND,12,0,0,215,65.8,6,5,50,14.4,10.0,5,1,15.0,2,353,51,13,0,78.4,2,5,22,15.6,22.7,5,25.0,2,141,22,9
Dwight Bootle II,170218,CB,CHARLOTTE,11,0,0,136,55.3,0,0,3,1.3,0.0,0,2,0.0,0,226,3,0,0,,0,0,0,0.0,,0,,0,45,0,0
Vincent Carroll-Jackson,170219,DI,UCONN,11,0,0,146,57.2,1,13,224,95.2,5.4,12,0,3.1,0,248,236,14,0,57.3,1,8,90,92.5,6.7,6,5.0,0,107,99,9
Korver Demma,170222,ED,C MICHIGAN,13,1,0,134,64.8,1,12,232,91.4,8.2,19,2,5.0,5,269,246,18,0,73.4,1,6,65,92.0,15.4,10,10.0,3,75,69,10
Mason Goldman,170226,ED,NEBRASKA,2,0,0,238,57.4,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,57.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Sua Lefotu,170231,DI,NEBRASKA,4,0,0,238,59.5,0,0,26,100.0,0.0,0,0,3.8,1,26,26,1,0,55.1,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Cameron Lenhardt,170232,ED,NEBRASKA,13,1,0,238,54.0,3,13,172,96.3,7.0,12,0,5.2,1,187,180,17,0,53.8,2,6,84,100.0,8.3,7,6.0,1,87,87,9
Maverick Noonan,170236,ED,NEBRASKA,3,0,0,238,57.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Dylan Rogers,170237,ED,NEBRASKA,6,0,0,238,55.2,0,2,25,56.8,0.0,0,0,4.0,0,44,25,2,0,59.5,0,1,10,62.5,0.0,0,5.0,0,16,10,1
Princewill Umanmielen,170245,ED,OLE MISS,15,0,1,226,73.8,5,35,261,89.5,13.8,36,2,11.9,11,313,280,51,0,71.4,2,15,73,96.4,20.5,15,15.8,3,84,81,20
Riley Van Poppel,170246,DI,NEBRASKA,13,1,1,238,63.9,2,6,141,99.3,5.7,8,2,3.5,1,149,148,9,1,64.7,2,3,43,100.0,14.0,6,5.8,0,45,45,5
Jermaine Mathews Jr.,170257,CB,OHIO STATE,14,0,1,260,63.1,0,4,17,4.3,5.9,1,5,17.6,1,396,17,5,0,67.4,0,4,11,8.2,9.1,1,27.3,1,134,11,5
Kayden McDonald,170258,DI,OHIO STATE,14,1,0,260,62.8,0,12,224,100.0,4.0,9,0,3.6,2,230,230,14,0,67.2,0,8,65,100.0,7.7,5,7.7,1,69,69,9
Joshua Mickens,170259,ED,OHIO STATE,5,0,0,260,69.1,0,2,9,83.3,22.2,2,0,11.1,0,12,10,2,0,67.9,0,1,1,50.0,100.0,1,50.0,0,4,2,1
Jason Moore,170262,DI,OHIO STATE,3,0,0,260,66.7,0,1,11,100.0,9.1,1,0,4.5,0,13,13,1,0,66.6,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Arvell Reese,170264,LB,OHIO STATE,14,1,0,260,72.3,6,13,115,32.2,13.0,15,0,15.2,8,370,119,27,0,81.5,5,9,48,40.8,27.1,13,31.3,8,125,51,22
Calvin Simpson-Hunt,170270,CB,BAYLOR,3,0,0,118,51.0,0,0,4,17.4,0.0,0,1,0.0,0,23,4,0,0,58.3,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Will Smith Jr.,170271,DI,OHIO STATE,14,0,0,260,61.7,1,4,92,100.0,4.3,4,0,2.7,0,101,101,5,0,61.4,0,1,28,100.0,7.1,2,1.8,0,34,34,1
Ty Blanding,170277,DI,PENN STATE,13,0,0,266,59.3,0,7,122,99.2,7.4,9,0,2.9,0,129,128,7,0,60.5,0,6,53,100.0,11.3,6,5.7,0,59,59,6
Kolin Dinkins,170280,S,PENN STATE,4,0,0,266,59.0,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,59.0,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Jashaun Green,170282,S,PENN STATE,1,0,0,266,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
King Mack,170287,S,PENN STATE,13,0,0,266,69.4,2,1,11,4.3,9.1,1,1,22.7,1,282,12,4,0,75.8,2,1,6,4.8,16.7,1,41.7,1,126,6,4
Joseph Mupoyi,170289,ED,N CAROLINA,11,0,0,245,49.1,0,4,61,98.5,0.0,0,0,3.3,0,65,64,4,0,53.8,0,2,22,100.0,0.0,0,4.5,0,25,25,2
Ta'Mere Robinson,170295,LB,USC,10,0,0,326,58.3,0,1,9,18.0,11.1,1,0,5.6,0,50,9,1,0,61.8,0,1,5,29.4,20.0,1,10.0,0,17,5,1
Tony Rojas,170297,LB,PENN STATE,4,0,0,266,71.4,0,3,7,7.5,0.0,0,0,50.0,2,93,7,5,0,70.9,0,1,3,9.4,0.0,0,83.3,2,32,3,3
Zion Tracy,170301,S,PENN STATE,11,0,2,266,72.3,0,2,11,4.3,18.2,2,2,18.2,1,256,11,3,0,81.5,0,1,5,4.6,40.0,2,30.0,1,108,5,2
Abram Wright,170320,LB,RUTGERS,11,1,0,278,50.4,1,6,43,18.4,4.7,2,0,8.1,0,250,46,7,0,50.4,1,2,21,28.6,4.8,1,7.1,0,84,24,3
Jace Arnold,170321,S,SM HOUSTON,11,0,1,281,54.7,0,0,8,4.0,0.0,0,2,0.0,0,199,8,0,0,59.0,0,0,1,2.9,0.0,0,0.0,0,34,1,0
Jonas Duclona,170322,CB,USF,13,1,1,327,90.1,0,1,8,2.4,25.0,2,2,18.8,1,335,8,2,1,90.8,0,1,3,2.4,33.3,1,16.7,0,124,3,1
Tyler Jansey,170323,LB,WISCONSIN,1,0,0,349,60.0,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Braedyn Moore,170326,S,TOLEDO,7,0,0,316,59.0,0,0,1,1.9,0.0,0,0,0.0,0,52,1,0,0,59.0,0,0,1,3.0,0.0,0,0.0,0,33,1,0
Ashlynd Barker,170330,S,FLORIDA ST,11,0,0,167,86.6,1,0,11,4.6,18.2,2,3,40.9,4,259,12,5,0,74.6,1,0,5,5.6,20.0,1,10.0,0,90,5,1
Ashton Bracewell,170331,LB,FLORIDA ST,2,0,0,167,58.9,0,0,2,28.6,0.0,0,0,0.0,0,7,2,0,0,,0,0,0,,,0,,0,0,0,0
Grant Fielder,170334,ED,FLORIDA ST,3,0,0,167,58.0,0,0,13,93.8,7.7,1,0,0.0,0,16,15,0,0,54.9,0,0,5,85.7,0.0,0,0.0,0,7,6,0
Lamont Green Jr.,170337,ED,FIU,3,0,0,166,67.0,0,3,12,92.3,33.3,4,0,12.5,0,13,12,3,0,78.8,0,2,7,100.0,57.1,4,14.3,0,7,7,2
Jaden Jones,170343,ED,FLORIDA ST,11,0,0,167,54.9,1,5,82,96.6,7.3,6,0,3.7,0,88,85,6,0,59.6,1,3,29,96.9,13.8,4,6.9,0,32,31,4
Edwin Joseph,170344,S,FLORIDA ST,12,0,1,167,54.2,0,0,10,3.1,0.0,0,2,0.0,0,323,10,0,0,59.2,0,0,1,0.8,0.0,0,0.0,0,119,1,0
K.J. Kirkland,170345,S,FLORIDA ST,11,0,0,167,56.6,0,2,11,9.4,0.0,0,0,18.2,1,127,12,3,0,64.1,0,1,6,15.2,0.0,0,25.0,1,46,7,2
Blake Nichelson,170350,LB,FLORIDA ST,12,1,0,167,58.5,0,8,33,15.9,9.1,3,0,12.1,0,220,35,8,0,60.3,0,3,11,14.5,9.1,1,13.6,0,83,12,3
Ja'Bril Rawls,170353,CB,FLORIDA ST,7,0,1,167,71.6,1,1,7,3.3,14.3,1,3,14.3,0,210,7,2,0,70.9,1,0,1,1.3,0.0,0,50.0,0,78,1,1
KJ Sampson,170354,DI,FLORIDA ST,10,0,0,167,54.1,0,3,83,100.0,2.4,2,0,1.8,0,85,85,3,0,55.4,0,2,29,100.0,3.4,1,3.4,0,29,29,2
DeMarco Ward,170359,S,MEMPHIS,12,0,2,218,55.7,0,1,5,1.5,0.0,0,3,10.0,0,331,5,1,0,56.0,0,0,3,4.1,0.0,0,0.0,0,74,3,0
Foster Burt,170367,WR,NC STATE,1,0,0,248,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Brandon Cisse,170368,CB,S CAROLINA,12,0,0,289,57.2,2,0,7,2.5,0.0,0,3,14.3,0,276,7,2,0,67.4,1,0,3,2.7,0.0,0,16.7,0,110,3,1
Red Hibbler,170370,ED,MISS STATE,12,0,1,227,64.2,0,12,132,98.6,12.1,16,1,5.3,1,143,141,13,0,70.1,0,7,38,95.5,21.1,8,11.8,1,44,42,8
Isaiah Shirley,170380,DI,NC STATE,13,0,0,248,52.5,2,5,162,99.4,3.1,5,0,2.2,0,179,178,7,0,49.7,1,2,56,98.4,1.8,1,2.7,0,63,62,3
David Omopariola,170386,ED,SYRACUSE,12,0,0,304,65.2,2,9,121,81.9,11.6,14,0,4.5,0,155,127,11,0,66.6,1,4,38,82.6,18.4,7,6.6,0,46,38,5
Brandon Hoyle,170393,DI,WAKE,1,0,0,339,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Quaylen Hill,170401,DI,FIU,13,0,0,166,57.2,0,7,266,100.0,3.0,8,1,2.1,2,276,276,9,0,50.8,0,1,94,100.0,0.0,0,1.6,1,95,95,2
Tae Floyd,170419,ED,JVILLE ST,6,0,0,196,67.6,0,2,24,56.8,20.8,5,1,8.3,1,44,25,3,0,73.8,0,1,5,66.7,60.0,3,30.0,1,9,6,2
Travis Franklin Jr.,170420,S,JVILLE ST,12,0,0,196,66.7,0,2,4,2.1,25.0,1,0,25.0,0,195,4,2,0,67.2,0,2,3,5.3,33.3,1,33.3,0,57,3,2
Geimere Latimer II,170426,CB,WISCONSIN,12,0,1,349,52.7,0,3,10,3.6,10.0,1,1,15.0,0,277,10,3,0,56.4,0,3,4,3.3,25.0,1,37.5,0,123,4,3
Walker O'Steen,170430,LB,JVILLE ST,14,0,0,196,73.2,4,5,39,13.1,12.8,5,1,24.4,5,305,40,14,0,73.7,0,3,17,18.9,23.5,4,26.5,3,95,18,6
Shane Payton Hodges,170431,ED,JVILLE ST,7,0,0,196,69.5,1,4,34,70.0,14.7,5,0,10.3,1,50,35,6,0,72.5,0,3,12,66.7,25.0,3,20.8,1,18,12,4
Zechariah Poyser,170434,S,MIAMI FL,16,0,0,220,59.5,1,1,16,3.2,6.3,1,2,12.5,1,536,17,3,0,64.9,1,0,9,4.5,11.1,1,16.7,1,198,9,2
Kekoura Tarnue,170438,S,W VIRGINIA,11,0,1,343,59.8,0,0,1,0.8,0.0,0,3,0.0,0,262,2,0,0,,0,0,0,0.0,,0,,0,98,0,0
Aidan Thompson,170440,LB,JVILLE ST,3,0,0,196,89.7,2,1,4,13.8,75.0,3,0,37.5,0,29,4,3,0,90.2,2,1,3,33.3,100.0,3,50.0,0,9,3,3
Jackson Veasy,170442,DI,JVILLE ST,6,0,0,196,54.5,0,0,31,100.0,0.0,0,0,0.0,0,31,31,0,0,55.3,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Quinzavious Warren,170443,DI,SO MISS,9,0,0,296,66.5,0,2,21,100.0,14.3,3,0,4.8,0,23,23,2,0,60.7,0,1,11,100.0,9.1,1,4.5,0,12,12,1
David Blay Jr.,170449,DI,MIAMI FL,13,1,0,220,63.9,1,8,209,100.0,5.3,11,6,2.2,0,213,213,9,0,65.8,0,5,56,100.0,8.9,5,4.5,0,59,59,5
Zeke Campbell,170456,ED,COAST CAR,13,3,1,141,79.8,12,21,311,100.0,13.5,42,3,6.9,5,326,326,38,0,76.7,4,6,52,100.0,23.1,12,11.5,1,59,59,11
Jacob Fields,170457,S,LA TECH,12,0,0,208,54.5,2,2,16,3.8,0.0,0,3,12.5,0,475,18,4,0,47.1,0,2,7,7.1,0.0,0,14.3,0,112,8,2
Obinna Okeke,170464,ED,NEW MEX ST,12,0,0,242,61.7,1,10,130,97.9,8.5,11,1,4.2,0,140,137,11,0,63.9,0,6,42,100.0,14.3,6,7.1,0,45,45,6
Michael Richard,170466,S,LA TECH,12,0,0,208,60.0,0,0,1,0.3,0.0,0,2,0.0,0,366,1,0,0,,0,0,0,0.0,,0,,0,86,0,0
Sam Brumfield,170479,LB,MEMPHIS,13,0,0,218,55.8,5,15,115,32.5,5.2,6,1,13.0,5,379,123,25,0,64.0,4,8,55,65.6,7.3,4,16.4,3,90,59,15
Anthony Bynum,170480,ED,MIDDLE TN,12,3,1,224,67.3,6,31,400,99.1,9.3,37,6,4.9,1,423,419,38,1,72.6,2,20,160,99.4,15.6,25,7.5,1,166,165,23
Markel James,170484,ED,MIDDLE TN,1,0,0,224,59.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Chayce Smith,170490,ED,MIDDLE TN,4,0,0,224,59.5,0,2,14,93.8,7.1,1,0,7.1,0,16,15,2,0,55.6,0,1,5,100.0,0.0,0,10.0,0,5,5,1
Shakai Woods,170495,DI,MIDDLE TN,11,2,0,224,59.7,2,4,278,100.0,2.5,7,1,2.2,3,293,293,9,1,62.2,1,4,100,100.0,4.0,4,4.5,2,105,105,7
KD Johnson,170513,DI,UTEP,12,1,0,330,60.6,5,18,402,99.5,5.7,23,0,4.1,5,428,426,28,0,64.6,1,10,101,98.2,11.9,12,7.4,2,109,107,13
